user,rate_blink_left,rate_blink_right,rate_smile_or_not,blink_left,blink_right,smile_or_not
2,0.89,0.93,0.46,0,0,1
2,0.99,0.7,0.08,0,0,0
3,0.89,0.99,0.11,0,0,0
3,0.56,0.99,0.07,0,0,0
2,0.44,0.81,0.01,1,0,0
3,0.65,0.8,0.01,0,0,0
2,0.99,0.36,0.07,0,1,0
3,0.85,0.96,0.01,0,0,0
2,0.04,0.23,0,1,1,0
3,0.5,0.66,0.19,0,0,0
1,0.99,0.99,0.22,0,0,0
3,0.99,0.99,0.08,0,0,0
2,0.99,0.99,0,0,0,0
1,1,0.99,0.42,0,0,1
2,0.89,0.95,0.44,0,0,1
3,0.55,0.99,0.02,0,0,0
2,0.86,0.91,0.06,0,0,0
3,0.95,0.99,0.01,0,0,0
2,0.78,0.77,0.07,0,0,0
3,0.64,0.81,0.01,0,0,0
1,1,0.99,0.01,0,0,0
3,0.68,0.75,0.04,0,0,0
3,0.45,0.99,0.04,1,0,0
1,0.99,0.99,0.17,0,0,0
1,0.99,0.99,0.05,0,0,0
1,0.99,0.99,0.07,0,0,0
1,0,0.99,0.01,0,0,0
1,0.99,0.99,0.14,0,0,0
1,0.99,0.99,0.03,0,0,0
1,1,0.99,0.04,0,0,0
1,0.78,0.49,0.04,0,1,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.05,0,0,0
1,0.99,0.99,0.1,0,0,0
1,0.99,0.99,0.01,0,0,0
1,1,0.99,0.13,0,0,0
1,1,0.99,0.01,0,0,0
1,0.99,0.99,0.14,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.09,0,0,0
1,0.99,0.99,0.08,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.18,0,0,0
1,1,0.99,0.28,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.23,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.15,0,0,0
1,0.99,0.99,0.04,0,0,0
1,0.99,0.99,0.18,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.18,0,0,0
1,0.99,0.99,0.15,0,0,0
1,0.99,0.99,0.1,0,0,0
1,0.99,0.99,0.04,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.94,0.92,0.07,0,0,0
1,0.99,0.99,0.05,0,0,0
1,1,0.99,0.05,0,0,0
1,0.99,0.99,0.18,0,0,0
1,0.99,0.99,0.18,0,0,0
1,0.99,0.99,0.04,0,0,0
1,0.99,0.99,0.14,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.23,0,0,0
1,0.99,0.99,0.18,0,0,0
1,0.99,0.91,0.13,0,0,0
1,0.99,0.99,0.23,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.06,0,0,0
1,0.99,0.99,0.07,0,0,0
1,0.99,0.99,0.12,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.93,0.99,0.01,0,0,0
1,0.99,0.99,0.17,0,0,0
1,1,0.99,0.05,0,0,0
1,0.99,0.99,0.06,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.36,0,0,0
1,0.99,0.99,0.05,0,0,0
1,0.99,0.99,0.17,0,0,0
1,0.78,0.49,0.04,0,1,0
1,0.77,0.68,0.19,0,0,0
1,0.99,0.99,0.09,0,0,0
1,1,0.99,0.01,0,0,0
1,0.99,0.99,0.15,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.07,0,0,0
1,1,0.99,0.08,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.17,0,0,0
1,0.99,0.99,0.06,0,0,0
1,0.99,0.99,0.34,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.05,0,0,0
1,0.99,0.99,0.28,0,0,0
1,0.99,0.99,0.05,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.28,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.91,0.13,0,0,0
1,0.99,0.99,0.06,0,0,0
1,0.99,0.96,0.1,0,0,0
1,0.99,0.99,0.04,0,0,0
3,0.89,0.95,0.01,0,0,0
3,0.64,0.73,0.01,0,0,0
3,0.85,0.74,0.01,0,0,0
3,0.2,0.63,0.01,1,0,0
3,0.3,0.25,0.01,1,1,0
3,0.99,0.99,0.26,0,0,0
3,0.55,0.62,0.48,0,0,1
3,0.59,0.6,0.4,0,0,0
3,0.6,0.44,0.12,0,1,0
3,0.68,0.78,0.3,0,0,0
3,0.78,0.88,0.18,0,0,0
3,0.66,0.86,0.26,0,0,0
3,0.6,0.4,0.01,0,1,0
3,0.92,0.69,0.16,0,0,0
3,0.82,0.99,0.02,0,0,0
3,0.48,0.18,0.36,1,1,0
3,0.5,0.84,0,0,0,0
3,0.41,0.53,0.01,1,0,0
3,0.69,0.61,0.01,0,0,0
3,0.99,0.99,0.18,0,0,0
3,0.66,0.86,0.26,0,0,0
3,0.99,0.94,0.33,0,0,0
3,1,0.99,0.01,0,0,0
3,0.75,0.91,0.01,0,0,0
3,0.24,0.47,0.02,1,1,0
3,0.99,0.99,0.18,0,0,0
3,0.69,0.45,0.01,0,1,0
3,0.24,0.47,0.02,1,1,0
3,0.02,0.26,0.01,1,1,0
3,0.52,0.41,0.01,0,1,0
3,0.92,0.72,0.16,0,0,0
3,0.1,0.49,0.01,1,1,0
3,0.6,0.62,0.06,0,0,0
3,0.38,0.43,0.41,1,1,1
3,0.6,0.44,0.12,0,1,0
3,0.52,0.41,0.01,0,1,0
3,0.88,0.99,0.01,0,0,0
3,0.61,0.51,0.11,0,0,0
3,0.45,0.83,0.05,1,0,0
3,0.7,0.86,0.01,0,0,0
3,0.37,0.34,0.01,1,1,0
3,0.02,0.26,0.01,1,1,0
3,0.02,0.03,0.01,1,1,0
3,0.79,0.99,0.07,0,0,0
3,0.82,0.79,0.39,0,0,0
3,0.35,0.66,0.04,1,0,0
3,0.65,0.9,0.36,0,0,0
3,0.61,0.51,0.11,0,0,0
3,0.99,0.93,0.01,0,0,0
3,0.73,0.82,0.01,0,0,0
3,0.99,0.93,0.01,0,0,0
3,0.75,0.71,0.22,0,0,0
3,0.66,0.7,0.01,0,0,0
3,0.62,0.99,0.14,0,0,0
3,0.99,0.9,0.01,0,0,0
3,0.42,0.52,0.17,1,0,0
3,0.86,0.87,0.07,0,0,0
3,0.61,0.74,0.01,0,0,0
3,0.62,0.99,0.14,0,0,0
3,0.78,0.66,0.05,0,0,0
3,0.38,0.5,0.27,1,0,0
3,0.1,0.49,0.01,1,1,0
3,0.73,0.82,0.01,0,0,0
3,0.58,0.42,0.03,0,1,0
3,0.64,0.58,0.17,0,0,0
3,0.83,0.85,0.01,0,0,0
3,0.67,0.85,0.01,0,0,0
3,0.99,0.79,0.01,0,0,0
3,0.64,0.62,0,0,0,0
3,0.38,0.5,0.27,1,0,0
3,0.53,0.4,0.18,0,1,0
3,0.99,0.97,0.13,0,0,0
3,0.92,0.69,0.16,0,0,0
3,0.9,0.9,0.01,0,0,0
3,0.91,0.89,0.01,0,0,0
3,0.55,0.62,0.48,0,0,1
3,0.48,0.15,0.03,1,1,0
3,0.03,0.27,0.04,1,1,0
3,0.71,0.58,0.01,0,0,0
3,0.86,0.87,0.07,0,0,0
3,0.42,0.52,0.17,1,0,0
3,0.08,0.43,0.01,1,1,0
3,0.63,0.48,0.12,0,1,0
3,0.42,0.24,0.01,1,1,0
3,0.5,0.84,0,0,0,0
3,0.67,0.85,0.01,0,0,0
3,0.85,0.98,0.02,0,0,0
3,0.85,0.74,0.01,0,0,0
3,0.7,0.66,0.17,0,0,0
3,0.39,0.48,0.02,1,1,0
3,0.9,0.9,0.01,0,0,0
3,0.45,0.83,0.05,1,0,0
3,0.61,0.92,0.15,0,0,0
3,1,0.99,0.01,0,0,0
3,0.67,0.89,0.15,0,0,0
3,0.89,0.95,0.01,0,0,0
3,0.78,0.7,0.01,0,0,0
3,0.82,0.65,0.01,0,0,0
3,0.46,0.51,0.13,1,0,0
3,0.69,0.61,0.01,0,0,0
3,0.54,0.42,0.08,0,1,0
3,0.99,0.99,0.02,0,0,0
3,0.12,0.4,0.01,1,1,0
3,0.7,0.77,0.13,0,0,0
3,0.66,0.7,0.01,0,0,0
3,0.83,0.85,0.01,0,0,0
3,1,0.99,0.01,0,0,0
3,0.65,0.9,0.36,0,0,0
3,0.41,0.53,0.01,1,0,0
3,0.82,0.99,0.02,0,0,0
3,0.02,0.07,0.01,1,1,0
3,0.99,0.9,0.01,0,0,0
3,0.97,0.87,0.06,0,0,0
3,0.03,0.15,0.01,1,1,0
3,0.68,0.78,0.3,0,0,0
3,0.7,0.57,0.39,0,0,0
3,0.2,0.63,0.01,1,0,0
3,0.75,0.91,0.01,0,0,0
3,0.61,0.99,0.09,0,0,0
3,0.28,0.43,0.01,1,1,0
3,0.03,0.15,0.01,1,1,0
3,0.6,0.52,0.01,0,0,0
3,0.78,0.88,0.18,0,0,0
3,0.71,0.79,0.01,0,0,0
3,0.99,0.99,0.26,0,0,0
3,0.92,0.72,0.16,0,0,0
3,0.58,0.42,0.03,0,1,0
3,0.74,0.99,0.15,0,0,0
3,0.99,0.97,0.13,0,0,0
3,0.61,0.92,0.15,0,0,0
3,0.41,0.31,0.01,1,1,0
3,0.99,0.99,0.01,0,0,0
3,0.67,0.89,0.15,0,0,0
3,0.6,0.4,0.01,0,1,0
3,0.49,0.65,0.01,1,0,0
3,0.71,0.79,0.01,0,0,0
3,0.78,0.7,0.01,0,0,0
3,0.85,0.98,0.02,0,0,0
3,0.69,0.91,0.03,0,0,0
3,0.71,0.58,0.01,0,0,0
3,0.02,0.03,0.01,1,1,0
3,0.46,0.51,0.13,1,0,0
3,0.78,0.66,0.05,0,0,0
3,0.53,0.4,0.18,0,1,0
3,0.03,0.25,0.01,1,1,0
3,0.69,0.91,0.03,0,0,0
3,0.12,0.4,0.01,1,1,0
3,0.08,0.43,0.01,1,1,0
3,0.91,0.89,0.01,0,0,0
3,0.37,0.34,0.01,1,1,0
3,0.39,0.48,0.02,1,1,0
3,0.45,0.44,0.06,1,1,0
3,0.7,0.57,0.39,0,0,0
3,0.13,0.02,0.04,1,1,0
3,0.77,0.82,0.01,0,0,0
3,0.61,0.74,0.01,0,0,0
3,0.79,0.99,0.07,0,0,0
3,0.74,0.99,0.15,0,0,0
3,0.69,0.45,0.01,0,1,0
3,0.42,0.24,0.01,1,1,0
3,0.41,0.31,0.01,1,1,0
3,0.57,0.73,0.1,0,0,0
3,0.97,0.87,0.06,0,0,0
3,0.48,0.15,0.03,1,1,0
3,0.61,0.99,0.09,0,0,0
3,0.63,0.65,0.01,0,0,0
3,0.63,0.75,0.01,0,0,0
3,0.6,0.52,0.01,0,0,0
3,0.7,0.66,0.17,0,0,0
3,0.99,0.99,0.01,0,0,0
3,0.99,0.79,0.01,0,0,0
3,0.88,0.99,0.01,0,0,0
3,0.63,0.48,0.12,0,1,0
3,1,0.99,0.01,0,0,0
3,0.57,0.73,0.1,0,0,0
3,0.63,0.54,0.08,0,0,0
3,0.49,0.65,0.01,1,0,0
3,0.83,0.69,0.01,0,0,0
3,0.7,0.86,0.01,0,0,0
3,0.63,0.65,0.01,0,0,0
3,0.48,0.18,0.36,1,1,0
3,0.45,0.44,0.06,1,1,0
3,0.28,0.43,0.01,1,1,0
3,0.59,0.6,0.4,0,0,0
3,0.63,0.54,0.08,0,0,0
3,0.93,0.93,0.01,0,0,0
3,0.99,0.99,0.02,0,0,0
3,0.13,0.02,0.04,1,1,0
3,0.7,0.77,0.13,0,0,0
3,0.6,0.62,0.06,0,0,0
3,0.64,0.58,0.17,0,0,0
3,0.8,0.93,0.1,0,0,0
3,0.12,0.71,0.06,1,0,0
3,0.38,0.43,0.41,1,1,1
3,0.12,0.71,0.06,1,0,0
3,0.75,0.71,0.22,0,0,0
3,0.93,0.93,0.01,0,0,0
3,0.64,0.62,0,0,0,0
3,0.49,0.45,0.01,1,1,0
3,0.3,0.25,0.01,1,1,0
1,0.93,0.99,0.01,0,0,0
1,0.99,0.99,0.07,0,0,0
1,0.99,0.99,0.03,0,0,0
1,0.99,0.99,0.1,0,0,0
1,0.99,0.99,0.14,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.04,0,0,0
1,0.99,0.99,0.07,0,0,0
1,0.99,0.99,0.07,0,0,0
1,0.99,0.99,0.28,0,0,0
1,0.88,0.99,0.46,0,0,1
1,0.8,0.67,0.11,0,0,0
1,0.99,0.99,0.04,0,0,0
1,0.99,0.99,0.18,0,0,0
1,0.99,0.99,0.07,0,0,0
1,0.99,0.99,0.28,0,0,0
1,0.99,0.96,0.1,0,0,0
1,1,0.99,0.04,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.01,0,0,0
1,0.99,0.99,0.18,0,0,0
1,1,0.99,0.04,0,0,0
3,0,0.69,0,0,0,0
3,0.66,0.71,0.04,0,0,0
3,0.59,0.93,0.02,0,0,0
1,1,0.99,0.21,0,0,0
3,0.81,0.99,0.01,0,0,0
2,0.81,0.77,0.01,0,0,0
2,0.93,0.99,0,0,0,0
3,0.56,0.78,0.01,0,0,0
2,0.88,0.89,0.15,0,0,0
1,0.99,1,0.01,0,0,0
1,1,0.99,0.06,0,0,0
2,0.18,0.1,0.01,1,1,0
3,0.43,0.99,0.07,1,0,0
3,0.73,0.94,0.01,0,0,0
3,0.71,0.81,0.07,0,0,0
2,0.67,0.84,0.01,0,0,0
2,0.51,0,0.02,0,0,0
1,0.99,0.97,0.21,0,0,0
2,0.71,0,0.2,0,0,0
1,1,0.99,0.24,0,0,0
3,0.65,0.9,0.04,0,0,0
3,0.83,0.99,0.01,0,0,0
3,0.73,0.98,0.02,0,0,0
1,0.99,0.99,0.01,0,0,0
2,0.58,0.39,0.8,0,1,1
2,0.75,0,0,0,0,0
2,0.73,0.56,0.97,0,0,1
2,0.81,0.76,0.43,0,0,1
3,0.54,0.99,0.06,0,0,0
3,0.64,0.94,0.01,0,0,0
1,1,0.82,0.05,0,0,0
3,0.81,0.98,0.02,0,0,0
1,0.99,0.97,0.03,0,0,0
3,0.7,0.8,0.28,0,0,0
3,0.46,0.66,0.01,1,0,0
3,0.99,0.99,0.05,0,0,0
1,1,0.99,0.14,0,0,0
2,0.62,0.59,0.84,0,0,1
2,0,0.67,0.01,0,0,0
2,0.67,0.59,0.01,0,0,0
1,0.87,1,0.12,0,0,0
1,0.99,0.89,0.18,0,0,0
1,0.99,0.83,0.09,0,0,0
3,0.58,0.99,0.01,0,0,0
3,0.93,0.83,0.01,0,0,0
3,0.63,0.95,0.13,0,0,0
1,0.99,0.99,0.09,0,0,0
2,0.99,0.99,0,0,0,0
1,0.98,0.99,0,0,0,0
2,0.77,0.91,0.18,0,0,0
3,0.63,0.95,0.13,0,0,0
1,0.99,0.99,0.17,0,0,0
2,0.78,0.77,0.66,0,0,1
3,0.34,0.45,0.98,1,1,1
3,0.99,0.99,0.08,0,0,0
3,0.69,0.77,0.01,0,0,0
1,1,0.99,0.04,0,0,0
2,0.82,0.92,0.08,0,0,0
1,1,0.99,0.03,0,0,0
3,0.71,0.97,0.01,0,0,0
2,0.66,0.47,0.07,0,1,0
2,0.5,0,0,0,0,0
3,0.74,0.92,0.01,0,0,0
1,0.99,0.89,0.22,0,0,0
2,0.87,0.56,0.14,0,0,0
2,0.71,0.99,0.06,0,0,0
1,1,1,0.01,0,0,0
2,0.79,0.96,0.01,0,0,0
3,0.67,0.91,0.01,0,0,0
2,0.66,0.92,0.2,0,0,0
2,0.77,0.76,0.14,0,0,0
2,0.56,0.53,0,0,0,0
3,0.99,0.99,0.07,0,0,0
2,0.42,0.34,0,1,1,0
1,1,1,0.01,0,0,0
2,0.99,0.38,0.26,0,1,0
2,0,0.67,0.01,0,0,0
1,1,0.99,0.01,0,0,0
3,0.41,0.44,0.01,1,1,0
3,0.99,0.95,0.06,0,0,0
2,0.29,0.36,0.15,1,1,0
2,0.81,0.99,0.01,0,0,0
3,0.99,0.99,0.08,0,0,0
3,0.57,0.77,0.84,0,0,1
3,0.86,0.99,0.04,0,0,0
2,0.03,0.3,0.01,1,1,0
3,0.77,0.92,0.06,0,0,0
3,0.64,0.92,0.06,0,0,0
2,0.24,0.02,0.96,1,1,1
1,0.98,0.99,0,0,0,0
2,0.3,0.39,0.03,1,1,0
2,0.62,0.9,0.05,0,0,0
1,1,0.99,0.01,0,0,0
2,0.8,0.76,0.15,0,0,0
1,1,0.99,0.03,0,0,0
2,0.28,0.21,0.07,1,1,0
1,1,0.99,0.03,0,0,0
2,0.86,0.86,0.01,0,0,0
2,0.77,0.6,0.01,0,0,0
2,0.89,0.62,0.15,0,0,0
3,0.77,0.95,0.05,0,0,0
1,0.65,0.86,0.02,0,0,0
2,0.36,0.16,0.06,1,1,0
3,0,0.7,0.01,0,0,0
3,0.49,0.92,0.03,1,0,0
2,0.31,0.22,0.03,1,1,0
2,0.92,0.5,0,0,0,0
3,0.59,0.68,0.03,0,0,0
2,0.82,0.92,0.08,0,0,0
2,0.82,0.99,0.01,0,0,0
2,0.99,0.64,0.12,0,0,0
2,0.77,0.6,0.01,0,0,0
1,0.99,0.99,0.04,0,0,0
3,0.65,0.97,0.01,0,0,0
3,0.69,0.67,0,0,0,0
1,0.99,0.96,0.24,0,0,0
3,0.59,0.97,0.64,0,0,1
3,0.75,0.92,0.04,0,0,0
2,0.67,0.39,0.51,0,1,1
3,0.44,0.82,0.97,1,0,1
3,0.75,0.87,0.01,0,0,0
3,0.7,0.92,0.95,0,0,1
3,0.7,0.76,0.16,0,0,0
1,0.99,0.99,0.12,0,0,0
2,0.43,0.29,0.02,1,1,0
2,0.89,0.62,0.15,0,0,0
3,0.52,0.99,0.01,0,0,0
2,0.88,0.37,0,0,1,0
2,0.76,0.68,0.96,0,0,1
1,0.99,0.97,0.02,0,0,0
3,0.74,0.88,0.09,0,0,0
3,0.41,0.86,0.01,1,0,0
2,0.99,0.94,0.01,0,0,0
2,0.99,0.21,0.13,0,1,0
3,0.99,0.8,0.02,0,0,0
2,0.84,0.85,0,0,0,0
2,0.94,0.58,0.17,0,0,0
1,0.99,0.86,0.1,0,0,0
3,0.77,0.84,0.05,0,0,0
1,0.98,0.97,0.13,0,0,0
2,0.67,0.39,0.51,0,1,1
2,0.99,0.38,0.26,0,1,0
3,0.5,0.99,0.01,0,0,0
1,0.99,0.97,0.03,0,0,0
1,1,0.99,0.16,0,0,0
3,0.99,0.83,0.57,0,0,1
2,0.55,0.17,0.07,0,1,0
3,0.75,0.99,0.17,0,0,0
2,0.51,0,0.02,0,0,0
3,0.47,0.73,0.01,1,0,0
2,0.84,0.8,0.01,0,0,0
3,0.83,0.87,0.01,0,0,0
3,0.75,0.95,0.03,0,0,0
2,0.75,0.23,0.01,0,1,0
2,0.82,0.86,0.01,0,0,0
2,0.62,0.33,0.11,0,1,0
2,0.54,0.49,0.22,0,1,0
3,0.65,0.94,0.01,0,0,0
3,0.61,0.67,0.01,0,0,0
1,0.99,0.99,0.19,0,0,0
3,0.68,0.99,0.01,0,0,0
3,0.63,0.87,0.51,0,0,1
3,0.51,0.67,0.01,0,0,0
1,0.99,0.99,0.03,0,0,0
2,0.81,0.76,0.43,0,0,1
1,1,0.82,0.07,0,0,0
2,0.99,0.79,0.08,0,0,0
2,0.45,0.15,0.24,1,1,0
3,0.76,0.9,0.02,0,0,0
3,0.55,0.94,0.14,0,0,0
1,0.99,0.97,0.34,0,0,0
1,0.99,0.89,0.22,0,0,0
3,0.51,0.7,0.01,0,0,0
3,0.5,0.99,0.01,0,0,0
1,0.21,0.42,0.03,1,1,0
2,0.66,0.63,0.1,0,0,0
2,0.64,0.77,0.27,0,0,0
2,0.74,0.83,0.12,0,0,0
3,0.38,0.26,0.01,1,1,0
2,0.97,0.77,0.97,0,0,1
3,0.62,0.76,0.01,0,0,0
1,0.99,0.99,0.23,0,0,0
2,0.86,0.9,0,0,0,0
3,0.99,0.99,0.07,0,0,0
3,0.78,0.99,0.59,0,0,1
2,0.99,0.53,0.12,0,0,0
1,1,0.99,0.02,0,0,0
3,0.59,0.94,0.01,0,0,0
3,0.82,0.99,0.06,0,0,0
3,0.72,0.84,0.04,0,0,0
2,0.99,0.36,0.07,0,1,0
2,0.99,0.33,0.1,0,1,0
3,0.64,0.93,0.03,0,0,0
1,0.99,1,0.01,0,0,0
2,0.96,0.81,0.05,0,0,0
3,0.59,0.93,0.06,0,0,0
2,0.99,0.21,0.13,0,1,0
3,0.65,0.94,0.01,0,0,0
3,0.59,0.87,0.01,0,0,0
3,0.78,0.87,0.04,0,0,0
1,0.92,0.6,0.05,0,0,0
2,0.4,0.03,0,1,1,0
3,0.51,0.94,0.03,0,0,0
2,0.42,0.34,0,1,1,0
3,0.67,0.78,0.17,0,0,0
1,0.99,0.73,0.06,0,0,0
3,0.67,0.86,0.43,0,0,1
1,0.99,0.97,0.12,0,0,0
3,0.53,0.89,0.17,0,0,0
2,0.56,0.29,0.13,0,1,0
2,0.99,0.24,0.11,0,1,0
2,0.73,0.39,0.01,0,1,0
2,0.37,0.32,0,1,1,0
1,0.99,0.94,0.15,0,0,0
3,0.34,0.09,0.01,1,1,0
2,0.86,0.85,0.01,0,0,0
2,0.71,0.99,0.06,0,0,0
2,0.93,0.77,0.58,0,0,1
3,0.53,0.89,0.63,0,0,1
2,0.88,0.94,0.07,0,0,0
3,0.43,0.86,0.91,1,0,1
2,0.99,0.92,0.01,0,0,0
3,0.66,0.91,0.09,0,0,0
2,0.76,0.89,0,0,0,0
3,0.99,0.99,0.08,0,0,0
2,0.83,0.9,0.18,0,0,0
1,0.99,0.99,0.01,0,0,0
3,0.77,0.92,0.06,0,0,0
2,0.63,0.55,0.72,0,0,1
1,1,0.99,0.17,0,0,0
1,0.99,0.84,0.83,0,0,1
2,0.41,0.46,0.06,1,1,0
3,0.67,0.91,0.06,0,0,0
3,0.57,0.87,0,0,0,0
1,1,0.99,0.14,0,0,0
3,0.58,0.82,0.04,0,0,0
3,0.57,0.87,0,0,0,0
3,0.5,0.54,0.97,0,0,1
3,0.32,0.08,0.04,1,1,0
3,0.6,0.59,0.1,0,0,0
1,0.72,0.99,0.12,0,0,0
3,0.03,0.03,0.34,1,1,0
3,0.69,0.99,0.02,0,0,0
2,0.38,0.08,0,1,1,0
1,1,0.99,0.02,0,0,0
2,0.86,0.99,0.01,0,0,0
3,0.81,0.71,0,0,0,0
3,0.76,0.99,0.14,0,0,0
3,0.52,0.78,0.47,0,0,1
3,0.71,0.99,0.07,0,0,0
3,0.68,0.8,0.09,0,0,0
2,0.92,0.84,0.01,0,0,0
3,0.5,0.58,0.03,0,0,0
2,0.84,0.9,0.01,0,0,0
3,0.62,0.75,0.06,0,0,0
3,0.38,0.68,0.36,1,0,0
2,0.78,0.17,0.98,0,1,1
3,0.67,0.93,0.02,0,0,0
2,0.62,0.59,0.84,0,0,1
2,0.99,0.94,0.01,0,0,0
3,0.43,0.99,0.01,1,0,0
1,0.99,1,0.15,0,0,0
1,1,0.81,0.01,0,0,0
3,0.99,0.99,0.04,0,0,0
1,0.99,0.99,0.21,0,0,0
1,1,0.99,0.02,0,0,0
2,0.75,0.9,0,0,0,0
1,0.99,0.99,0.11,0,0,0
3,0.49,0.99,0.03,1,0,0
2,0.55,0.17,0.07,0,1,0
2,0.64,0.77,0.01,0,0,0
3,0.3,0.99,0.01,1,0,0
3,0.67,0.71,0.01,0,0,0
3,0.7,0.76,0.16,0,0,0
2,0.49,0.53,0.01,1,0,0
2,0.59,0.44,0.16,0,1,0
3,0,0.69,0,0,0,0
3,0.43,0.87,0.53,1,0,1
3,0.58,0.99,0.01,0,0,0
3,0.99,0.99,0.09,0,0,0
3,0.37,0.5,0.41,1,0,1
3,0.99,0.99,0.06,0,0,0
2,0.99,0.39,0.12,0,1,0
3,0.71,0.99,0.01,0,0,0
2,0.87,0.76,0.96,0,0,1
2,0.69,0.97,0,0,0,0
1,1,0.99,0.42,0,0,1
3,0.6,0.67,0.62,0,0,1
1,0.99,0.99,0.08,0,0,0
2,0.03,0.3,0.01,1,1,0
2,0.86,0.99,0.01,0,0,0
3,0.99,0.99,0.1,0,0,0
1,1,0.99,0.04,0,0,0
3,0.76,0.81,0,0,0,0
3,0.91,0.99,0.16,0,0,0
3,0.39,0.94,0.01,1,0,0
1,0.99,0.99,0.19,0,0,0
3,0,0.77,0.01,0,0,0
3,0.45,0.81,0.01,1,0,0
3,0.64,0.91,0.01,0,0,0
2,0.91,0.63,0.1,0,0,0
3,0.96,0.99,0.07,0,0,0
3,0.95,0.99,0,0,0,0
2,0.85,0.72,0.12,0,0,0
3,0.56,0.58,0.52,0,0,1
2,0.48,0.08,0.01,1,1,0
3,0.59,0.99,0.02,0,0,0
2,0.61,0.02,0,0,1,0
3,0.99,0.99,0.05,0,0,0
1,0.99,0.99,0.12,0,0,0
3,0.84,0.94,0.02,0,0,0
2,0.52,0.39,0.18,0,1,0
2,0.8,0.64,0.49,0,0,1
3,0.48,0.78,0.12,1,0,0
2,0.53,0.58,0.38,0,0,0
3,0.43,0.79,0.03,1,0,0
3,0.74,0.75,0.02,0,0,0
1,0.99,1,0.23,0,0,0
1,0.83,0.92,0.01,0,0,0
3,0.72,0.97,0.03,0,0,0
2,0.99,0.18,0.18,0,1,0
1,1,0.99,0.06,0,0,0
2,0.99,0.53,0,0,0,0
2,0.96,0.99,0.01,0,0,0
3,0.02,0.02,0.54,1,1,1
3,0.66,0.85,0.06,0,0,0
3,0.99,0.99,0.06,0,0,0
3,0.47,0.77,0.01,1,0,0
1,0.99,0.99,0.22,0,0,0
1,0.99,0.99,0.32,0,0,0
2,0.6,0.47,0,0,1,0
3,0.89,0.99,0.11,0,0,0
1,0.99,0.99,0.15,0,0,0
2,0.66,0.63,0.1,0,0,0
3,0.66,0.85,0.06,0,0,0
3,0.55,0.86,0.14,0,0,0
3,0.74,0.88,0.09,0,0,0
2,0.98,0.82,0.08,0,0,0
3,0.99,0.99,0.07,0,0,0
3,0.78,0.97,0.15,0,0,0
3,0.68,0.99,0.14,0,0,0
2,0.84,0.9,0.01,0,0,0
3,0.66,0.86,0.01,0,0,0
3,0.66,0.45,0.03,0,1,0
3,0.99,0.99,0.03,0,0,0
2,0.93,0.34,0.11,0,1,0
3,0.75,0.81,0.28,0,0,0
3,0.55,0.74,0.01,0,0,0
2,0.78,0.85,0.12,0,0,0
1,0.99,0.75,0.11,0,0,0
2,0.42,0.5,0,1,0,0
3,0.63,0.99,0.15,0,0,0
3,0.99,0.99,0.07,0,0,0
2,0.68,0.77,0.02,0,0,0
3,0.84,0.99,0.03,0,0,0
1,0.99,0.99,0.54,0,0,1
3,0.7,0.92,0.95,0,0,1
1,0.99,0.99,0.24,0,0,0
2,0.89,0,0,0,0,0
3,0.5,0.76,0.03,0,0,0
3,0,0.63,0.12,0,0,0
2,0.94,0.87,0.01,0,0,0
2,0.8,0.63,0,0,0,0
3,0.57,0.93,0,0,0,0
2,0.68,0.34,0.26,0,1,0
3,0.65,0.82,0.01,0,0,0
3,0,0.74,0.21,0,0,0
2,0.29,0.36,0.09,1,1,0
3,0.79,0.83,0.1,0,0,0
1,1,0.99,0.01,0,0,0
3,0.75,0.99,0.06,0,0,0
2,0.56,0.36,0.99,0,1,1
1,0.99,0.99,0.04,0,0,0
2,0,0.4,0.19,0,1,0
2,0.24,0.02,0.96,1,1,1
2,0.57,0.24,0.98,0,1,1
1,0.99,0.93,0.08,0,0,0
3,0.59,0.8,0.01,0,0,0
3,0.49,0.92,0.03,1,0,0
3,0.99,0.83,0.04,0,0,0
