,user,rate_blink_left,rate_blink_right,rate_smile_or_not,feel
2285,7,1.0,0.91,0.01,2
2286,7,1.0,0.91,0.01,2
2287,7,0.22,0.66,0.01,2
2288,7,0.22,0.66,0.01,2
2289,7,0.22,0.66,0.01,2
2290,7,0.22,0.66,0.01,2
2291,7,0.28,0.58,0.12,2
2292,7,0.28,0.58,0.12,2
2293,7,0.28,0.58,0.12,2
2294,7,0.41,0.59,0.77,2
2295,7,0.41,0.59,0.77,2
2296,7,0.41,0.59,0.77,2
2297,7,0.4,0.54,0.63,2
2298,7,0.4,0.54,0.63,2
2299,7,0.4,0.54,0.63,2
2300,7,0.47,0.45,0.52,2
2301,7,0.47,0.45,0.52,2
2302,7,0.47,0.45,0.52,2
2303,7,0.42,0.5,0.61,2
2304,7,0.42,0.5,0.61,2
2305,7,0.42,0.5,0.61,2
2306,7,0.64,0.5,0.42,2
2307,7,0.64,0.5,0.42,2
2308,7,0.64,0.5,0.42,2
2309,7,0.75,0.6,0.45,2
2310,7,0.75,0.6,0.45,2
2311,7,0.75,0.6,0.45,2
2312,7,0.75,0.6,0.45,2
2313,7,0.71,0.65,0.4,2
2314,7,0.71,0.65,0.4,2
2315,7,0.71,0.65,0.4,2
2316,7,0.63,0.63,0.29,2
2317,7,0.63,0.63,0.29,2
2318,7,0.63,0.63,0.29,2
2319,7,0.64,0.53,0.24,2
2320,7,0.64,0.53,0.24,2
2321,7,0.64,0.53,0.24,2
2322,7,0.28,0.71,0.2,2
2323,7,0.28,0.71,0.2,2
2324,7,0.28,0.71,0.2,2
2325,7,0.48,0.55,0.25,2
2326,7,0.48,0.55,0.25,2
2327,7,0.48,0.55,0.25,2
2328,7,0.07,0.07,0.18,2
2329,7,0.07,0.07,0.18,2
2330,7,0.07,0.07,0.18,2
2331,7,0.26,0.56,0.21,2
2332,7,0.26,0.56,0.21,2
2333,7,0.26,0.56,0.21,2
2334,7,0.27,0.48,0.14,2
2335,7,0.27,0.48,0.14,2
2336,7,0.27,0.48,0.14,2
2337,7,0.16,0.62,0.16,2
2338,7,0.16,0.62,0.16,2
2339,7,0.16,0.62,0.16,2
2340,7,0.52,0.51,0.2,2
2341,7,0.52,0.51,0.2,2
2342,7,0.46,0.78,0.0,1
2343,7,0.46,0.78,0.0,1
2344,7,0.78,0.8,0.05,1
2345,7,0.78,0.8,0.05,1
2346,7,0.78,0.8,0.05,1
2347,7,0.19,0.81,0.0,1
2348,7,0.19,0.81,0.0,1
2349,7,0.19,0.81,0.0,1
2350,7,0.4,0.71,0.01,1
2351,7,0.4,0.71,0.01,1
2352,7,0.4,0.71,0.01,1
2353,7,0.27,0.47,0.0,1
2354,7,0.27,0.47,0.0,1
2355,7,0.27,0.47,0.0,1
2356,7,0.41,0.66,0.0,1
2357,7,0.41,0.66,0.0,1
2358,7,0.41,0.66,0.0,1
2359,7,0.34,0.58,0.01,1
2360,7,0.34,0.58,0.01,1
2361,7,0.34,0.58,0.01,1
2362,7,0.34,0.51,0.01,1
2363,7,0.34,0.51,0.01,1
2364,7,0.34,0.51,0.01,1
2365,7,0.52,0.59,0.01,1
2366,7,0.52,0.59,0.01,1
2367,7,0.52,0.59,0.01,1
2368,7,0.49,0.62,0.01,1
2369,7,0.49,0.62,0.01,1
2370,7,0.49,0.62,0.01,1
2371,7,0.46,0.64,0.01,1
2372,7,0.46,0.64,0.01,1
2373,7,0.46,0.64,0.01,1
2374,7,0.62,0.7,0.01,1
2375,7,0.62,0.7,0.01,1
2376,7,0.62,0.7,0.01,1
2377,7,0.52,0.76,0.06,1
2378,7,0.52,0.76,0.06,1
2379,7,0.52,0.76,0.06,1
2380,7,0.69,0.95,0.01,1
2381,7,0.69,0.95,0.01,1
2382,7,0.69,0.95,0.01,1
2383,7,0.59,0.9,0.01,1
2384,7,0.59,0.9,0.01,1
2385,7,0.59,0.9,0.01,1
2386,7,0.57,0.6,0.01,1
2387,7,0.57,0.6,0.01,1
2388,7,0.57,0.6,0.01,1
2389,7,0.62,0.79,0.2,1
2390,7,0.62,0.79,0.2,1
2391,7,0.62,0.79,0.2,1
2392,7,0.5,0.74,0.16,1
2393,7,0.5,0.74,0.16,1
2394,7,0.5,0.74,0.16,1
2395,7,0.51,0.77,0.1,1
2396,7,0.51,0.77,0.1,1
2397,7,0.51,0.77,0.1,1
2398,7,0.6,0.88,0.01,1
2399,7,0.6,0.88,0.01,1
2400,7,0.6,0.88,0.01,1
2401,7,0.55,0.94,0.01,1
2402,7,0.99,0.93,0.01,0
2403,7,0.99,0.93,0.01,0
2404,7,0.99,0.93,0.01,0
2405,7,0.51,0.65,0.01,0
2406,7,0.51,0.65,0.01,0
2407,7,0.51,0.65,0.01,0
2408,7,0.47,0.99,0.01,0
2409,7,0.47,0.99,0.01,0
2410,7,0.47,0.99,0.01,0
2411,7,0.57,0.87,0.01,0
2412,7,0.57,0.87,0.01,0
2413,7,0.57,0.87,0.01,0
2414,7,0.26,0.84,0.01,0
2415,7,0.26,0.84,0.01,0
2416,7,0.26,0.84,0.01,0
2417,7,0.08,0.61,0.01,0
2418,7,0.08,0.61,0.01,0
2419,7,0.08,0.61,0.01,0
2420,7,0.57,0.8,0.0,0
2421,7,0.57,0.8,0.0,0
2422,7,0.57,0.8,0.0,0
2423,7,0.49,0.72,0.01,0
2424,7,0.49,0.72,0.01,0
2425,7,0.49,0.72,0.01,0
2426,7,0.23,0.88,0.0,0
2427,7,0.23,0.88,0.0,0
2428,7,0.23,0.88,0.0,0
2429,7,0.59,0.86,0.0,0
2430,7,0.59,0.86,0.0,0
2431,7,0.59,0.86,0.0,0
2432,7,0.5,0.94,0.0,0
2433,7,0.5,0.94,0.0,0
2434,7,0.5,0.94,0.0,0
2435,7,0.5,0.89,0.0,0
2436,7,0.5,0.89,0.0,0
2437,7,0.5,0.89,0.0,0
2438,7,0.13,0.96,0.0,0
2439,7,0.13,0.96,0.0,0
2440,7,0.13,0.96,0.0,0
2441,7,0.52,0.99,0.01,0
2442,7,0.52,0.99,0.01,0
2443,7,0.52,0.99,0.01,0
2444,7,0.5,0.87,0.0,0
2445,7,0.5,0.87,0.0,0
2446,7,0.5,0.87,0.0,0
2447,7,0.03,0.9,0.01,0
2448,7,0.03,0.9,0.01,0
2449,7,0.03,0.9,0.01,0
2450,7,0.53,0.7,0.0,0
2451,7,0.53,0.7,0.0,0
2452,7,0.53,0.7,0.0,0
2453,7,0.57,0.87,0.01,0
2454,7,0.57,0.87,0.01,0
2455,7,0.57,0.87,0.01,0
2456,7,0.5,0.82,0.01,0
2457,7,0.5,0.82,0.01,0
2458,7,0.5,0.82,0.01,0
2459,7,0.52,0.97,0.0,0
2460,7,0.52,0.97,0.0,0
2461,7,0.52,0.97,0.0,0
2462,8,0.41,0.66,0.18,0
2463,8,0.53,0.7,0.01,0
2464,8,0.53,0.7,0.01,0
2465,8,0.53,0.7,0.01,0
2466,8,0.53,0.79,0.01,0
2467,8,0.53,0.79,0.01,0
2468,8,0.53,0.79,0.01,0
2469,8,0.46,0.65,0.08,0
2470,8,0.46,0.65,0.08,0
2471,8,0.46,0.65,0.08,0
2472,8,0.54,0.67,0.01,0
2473,8,0.54,0.67,0.01,0
2474,8,0.54,0.67,0.01,0
2475,8,0.54,0.67,0.01,0
2476,8,0.03,0.1,0.01,0
2477,8,0.03,0.1,0.01,0
2478,8,0.03,0.1,0.01,0
2479,8,0.22,0.49,0.01,0
2480,8,0.22,0.49,0.01,0
2481,8,0.22,0.49,0.01,0
2482,8,0.16,0.43,0.01,0
2483,8,0.16,0.43,0.01,0
2484,8,0.16,0.43,0.01,0
2485,8,0.3,0.42,0.01,0
2486,8,0.3,0.42,0.01,0
2487,8,0.3,0.42,0.01,0
2488,8,0.33,0.48,0.02,0
2489,8,0.33,0.48,0.02,0
2490,8,0.33,0.48,0.02,0
2491,8,0.29,0.34,0.02,0
2492,8,0.29,0.34,0.02,0
2493,8,0.29,0.34,0.02,0
2494,8,0.03,0.4,0.02,0
2495,8,0.03,0.4,0.02,0
2496,8,0.03,0.4,0.02,0
2497,8,0.33,0.43,0.02,0
2498,8,0.33,0.43,0.02,0
2499,8,0.33,0.43,0.02,0
2500,8,0.34,0.41,0.04,0
2501,8,0.34,0.41,0.04,0
2502,8,0.34,0.41,0.04,0
2503,8,0.33,0.46,0.01,0
2504,8,0.33,0.46,0.01,0
2505,8,0.33,0.46,0.01,0
2506,8,0.28,0.38,0.01,0
2507,8,0.28,0.38,0.01,0
2508,8,0.28,0.38,0.01,0
2509,8,0.38,0.44,0.03,0
2510,8,0.38,0.44,0.03,0
2511,8,0.38,0.44,0.03,0
2512,8,0.43,0.46,0.04,0
2513,8,0.43,0.46,0.04,0
2514,8,0.43,0.46,0.04,0
2515,8,0.44,0.43,0.01,0
2516,8,0.44,0.43,0.01,0
2517,8,0.44,0.43,0.01,0
2518,8,0.42,0.44,0.02,0
2519,8,0.42,0.44,0.02,0
2520,8,0.42,0.44,0.02,0
2521,8,0.34,0.45,0.05,0
2522,8,0.34,0.45,0.05,0
2523,8,0.89,0.87,0.01,1
2524,8,0.96,0.82,0.01,1
2525,8,0.96,0.82,0.01,1
2526,8,0.96,0.82,0.01,1
2527,8,0.73,0.77,0.01,1
2528,8,0.73,0.77,0.01,1
2529,8,0.73,0.77,0.01,1
2530,8,0.74,0.99,0.01,1
2531,8,0.74,0.99,0.01,1
2532,8,0.74,0.99,0.01,1
2533,8,0.24,0.17,0.01,1
2534,8,0.24,0.17,0.01,1
2535,8,0.24,0.17,0.01,1
2536,8,0.24,0.17,0.01,1
2537,8,0.23,0.22,0.16,1
2538,8,0.23,0.22,0.16,1
2539,8,0.23,0.22,0.16,1
2540,8,0.33,0.56,0.16,1
2541,8,0.33,0.56,0.16,1
2542,8,0.33,0.56,0.16,1
2543,8,0.26,0.6,0.12,1
2544,8,0.26,0.6,0.12,1
2545,8,0.26,0.6,0.12,1
2546,8,0.26,0.58,0.12,1
2547,8,0.26,0.58,0.12,1
2548,8,0.26,0.58,0.12,1
2549,8,0.28,0.49,0.1,1
2550,8,0.28,0.49,0.1,1
2551,8,0.28,0.49,0.1,1
2552,8,0.34,0.52,0.08,1
2553,8,0.34,0.52,0.08,1
2554,8,0.34,0.52,0.08,1
2555,8,0.21,0.42,0.03,1
2556,8,0.21,0.42,0.03,1
2557,8,0.21,0.42,0.03,1
2558,8,0.23,0.5,0.05,1
2559,8,0.23,0.5,0.05,1
2560,8,0.23,0.5,0.05,1
2561,8,0.37,0.51,0.05,1
2562,8,0.37,0.51,0.05,1
2563,8,0.37,0.51,0.05,1
2564,8,0.46,0.48,0.12,1
2565,8,0.46,0.48,0.12,1
2566,8,0.37,0.51,0.12,1
2567,8,0.37,0.51,0.12,1
2568,8,0.37,0.51,0.12,1
2569,8,0.39,0.52,0.07,1
2570,8,0.39,0.52,0.07,1
2571,8,0.39,0.52,0.07,1
2572,8,0.41,0.56,0.03,1
2573,8,0.41,0.56,0.03,1
2574,8,0.41,0.56,0.03,1
2575,8,0.42,0.43,0.07,1
2576,8,0.42,0.43,0.07,1
2577,8,0.42,0.43,0.07,1
2578,8,0.28,0.54,0.05,1
2579,8,0.28,0.54,0.05,1
2580,8,0.28,0.54,0.05,1
2581,8,0.69,0.47,0.03,1
2582,8,0.69,0.47,0.03,1
2583,8,0.37,0.11,0.97,2
2584,8,0.37,0.11,0.97,2
2585,8,0.39,0.18,0.97,2
2586,8,0.39,0.18,0.97,2
2587,8,0.39,0.18,0.97,2
2588,8,0.39,0.18,0.97,2
2589,8,0.4,0.15,0.97,2
2590,8,0.4,0.15,0.97,2
2591,8,0.4,0.15,0.97,2
2592,8,0.4,0.15,0.97,2
2593,8,0.48,0.08,0.96,2
2594,8,0.48,0.08,0.96,2
2595,8,0.48,0.08,0.96,2
2596,8,0.48,0.08,0.96,2
2597,8,0.35,0.26,0.97,2
2598,8,0.35,0.26,0.97,2
2599,8,0.35,0.26,0.97,2
2600,8,0.19,0.11,0.97,2
2601,8,0.19,0.11,0.97,2
2602,8,0.19,0.11,0.97,2
2603,8,0.41,0.09,0.97,2
2604,8,0.41,0.09,0.97,2
2605,8,0.41,0.09,0.97,2
2606,8,0.41,0.09,0.97,2
2607,8,0.41,0.09,0.97,2
2608,8,0.49,0.23,0.97,2
2609,8,0.49,0.23,0.97,2
2610,8,0.49,0.23,0.97,2
2611,8,0.49,0.23,0.97,2
2612,8,0.26,0.19,0.97,2
2613,8,0.26,0.19,0.97,2
2614,8,0.26,0.19,0.97,2
2615,8,0.26,0.19,0.97,2
2616,8,0.26,0.19,0.97,2
2617,8,0.36,0.08,0.98,2
2618,8,0.36,0.08,0.98,2
2619,8,0.36,0.08,0.98,2
2620,8,0.36,0.08,0.98,2
2621,8,0.37,0.03,0.97,2
2622,8,0.37,0.03,0.97,2
2623,8,0.37,0.03,0.97,2
2624,8,0.37,0.03,0.97,2
2625,8,0.37,0.03,0.97,2
2626,8,0.44,0.16,0.98,2
2627,8,0.44,0.16,0.98,2
2628,8,0.44,0.16,0.98,2
2629,8,0.44,0.16,0.98,2
2630,8,0.37,0.12,0.98,2
2631,8,0.37,0.12,0.98,2
2632,8,0.37,0.12,0.98,2
2633,8,0.37,0.12,0.98,2
2634,8,0.37,0.12,0.98,2
2635,8,0.39,0.13,0.97,2
2636,8,0.39,0.13,0.97,2
2637,8,0.39,0.13,0.97,2
2638,8,0.31,0.15,0.97,2
2639,8,0.31,0.15,0.97,2
2640,8,0.31,0.15,0.97,2
2641,8,0.37,0.17,0.96,2
2642,8,0.37,0.17,0.96,2
2643,8,0.62,0.95,0.01,0
2644,8,0.62,0.95,0.01,0
2645,8,0.62,0.95,0.01,0
2646,8,0.68,0.9,0.03,0
2647,8,0.68,0.9,0.03,0
2648,8,0.68,0.9,0.03,0
2649,8,0.21,0.23,0.01,0
2650,8,0.21,0.23,0.01,0
2651,8,0.21,0.23,0.01,0
2652,8,0.39,0.03,0.01,0
2653,8,0.39,0.03,0.01,0
2654,8,0.39,0.03,0.01,0
2655,8,0.26,0.26,0.01,0
2656,8,0.26,0.26,0.01,0
2657,8,0.26,0.26,0.01,0
2658,8,0.5,0.47,0.05,0
2659,8,0.5,0.47,0.05,0
2660,8,0.5,0.47,0.05,0
2661,8,0.61,0.46,0.03,0
2662,8,0.61,0.46,0.03,0
2663,8,0.61,0.46,0.03,0
2664,8,0.27,0.31,0.02,0
2665,8,0.27,0.31,0.02,0
2666,8,0.27,0.31,0.02,0
2667,8,0.54,0.28,0.06,0
2668,8,0.54,0.28,0.06,0
2669,8,0.54,0.28,0.06,0
2670,8,0.54,0.28,0.06,0
2671,8,0.54,0.28,0.06,0
2672,8,0.54,0.28,0.06,0
2673,8,0.54,0.28,0.06,0
2674,8,0.4,0.46,0.01,0
2675,8,0.4,0.46,0.01,0
2676,8,0.4,0.46,0.01,0
2677,8,0.33,0.41,0.01,0
2678,8,0.33,0.41,0.01,0
2679,8,0.33,0.41,0.01,0
2680,8,0.53,0.36,0.01,0
2681,8,0.53,0.36,0.01,0
2682,8,0.53,0.36,0.01,0
2683,8,0.53,0.36,0.01,0
2684,8,0.53,0.47,0.02,0
2685,8,0.53,0.47,0.02,0
2686,8,0.53,0.47,0.02,0
2687,8,0.28,0.45,0.01,0
2688,8,0.28,0.45,0.01,0
2689,8,0.28,0.45,0.01,0
2690,8,0.37,0.35,0.02,0
2691,8,0.37,0.35,0.02,0
2692,8,0.37,0.35,0.02,0
2693,8,0.56,0.35,0.03,0
2694,8,0.56,0.35,0.03,0
2695,8,0.56,0.35,0.03,0
2696,8,0.44,0.53,0.01,0
2697,8,0.44,0.53,0.01,0
2698,8,0.44,0.53,0.01,0
2699,8,0.15,0.5,0.03,0
2700,8,0.15,0.5,0.03,0
2701,8,0.15,0.5,0.03,0
2702,8,0.29,0.39,0.01,0
2703,8,0.32,0.4,0.74,2
2704,8,0.32,0.4,0.74,2
2705,8,0.32,0.4,0.74,2
2706,8,0.61,0.87,0.96,2
2707,8,0.61,0.87,0.96,2
2708,8,0.61,0.87,0.96,2
2709,8,0.61,0.87,0.96,2
2710,8,0.44,0.46,0.57,2
2711,8,0.44,0.46,0.57,2
2712,8,0.44,0.46,0.57,2
2713,8,0.71,0.49,0.54,2
2714,8,0.71,0.49,0.54,2
2715,8,0.71,0.49,0.54,2
2716,8,0.71,0.49,0.54,2
2717,8,0.71,0.49,0.54,2
2718,8,0.59,0.57,0.94,2
2719,8,0.59,0.57,0.94,2
2720,8,0.59,0.57,0.94,2
2721,8,0.59,0.57,0.94,2
2722,8,0.63,0.77,0.48,2
2723,8,0.63,0.77,0.48,2
2724,8,0.63,0.77,0.48,2
2725,8,0.56,0.8,0.4,2
2726,8,0.56,0.8,0.4,2
2727,8,0.56,0.8,0.4,2
2728,8,0.55,0.66,0.55,2
2729,8,0.55,0.66,0.55,2
2730,8,0.55,0.66,0.55,2
2731,8,0.53,0.61,0.55,2
2732,8,0.53,0.61,0.55,2
2733,8,0.53,0.61,0.55,2
2734,8,0.64,0.76,0.42,2
2735,8,0.64,0.76,0.42,2
2736,8,0.64,0.76,0.42,2
2737,8,0.59,0.65,0.73,2
2738,8,0.59,0.65,0.73,2
2739,8,0.59,0.65,0.73,2
2740,8,0.62,0.65,0.8,2
2741,8,0.62,0.65,0.8,2
2742,8,0.62,0.65,0.8,2
2743,8,0.65,0.62,0.67,2
2744,8,0.65,0.62,0.67,2
2745,8,0.65,0.62,0.67,2
2746,8,0.52,0.54,0.58,2
2747,8,0.52,0.54,0.58,2
2748,8,0.52,0.54,0.58,2
2749,8,0.68,0.64,0.64,2
2750,8,0.68,0.64,0.64,2
2751,8,0.68,0.64,0.64,2
2752,8,0.59,0.96,0.78,2
2753,8,0.59,0.96,0.78,2
2754,8,0.59,0.96,0.78,2
2755,8,0.57,0.6,0.52,2
2756,8,0.57,0.6,0.52,2
2757,8,0.57,0.6,0.52,2
2758,8,0.67,0.61,0.55,2
2759,8,0.67,0.61,0.55,2
2760,8,0.67,0.61,0.55,2
2761,8,0.69,0.75,0.59,2
2762,8,0.69,0.75,0.59,2
2763,8,0.92,0.81,0.04,1
2764,8,0.92,0.81,0.04,1
2765,8,0.9,0.71,0.07,1
2766,8,0.9,0.71,0.07,1
2767,8,0.9,0.71,0.07,1
2768,8,0.9,0.71,0.07,1
2769,8,0.31,0.56,0.05,1
2770,8,0.31,0.56,0.05,1
2771,8,0.31,0.56,0.05,1
2772,8,0.31,0.56,0.05,1
2773,8,0.46,0.35,0.01,1
2774,8,0.46,0.35,0.01,1
2775,8,0.46,0.35,0.01,1
2776,8,0.97,0.38,0.01,1
2777,8,0.97,0.38,0.01,1
2778,8,0.97,0.38,0.01,1
2779,8,0.51,0.4,0.01,1
2780,8,0.51,0.4,0.01,1
2781,8,0.51,0.4,0.01,1
2782,8,0.4,0.56,0.01,1
2783,8,0.4,0.56,0.01,1
2784,8,0.4,0.56,0.01,1
2785,8,0.65,0.57,0.0,1
2786,8,0.65,0.57,0.0,1
2787,8,0.65,0.57,0.0,1
2788,8,0.6,0.8,0.01,1
2789,8,0.6,0.8,0.01,1
2790,8,0.6,0.8,0.01,1
2791,8,0.9,0.93,0.01,1
2792,8,0.9,0.93,0.01,1
2793,8,0.9,0.93,0.01,1
2794,8,0.96,0.86,0.01,1
2795,8,0.96,0.86,0.01,1
2796,8,0.96,0.86,0.01,1
2797,8,0.88,0.78,0.01,1
2798,8,0.88,0.78,0.01,1
2799,8,0.88,0.78,0.01,1
2800,8,0.9,0.88,0.01,1
2801,8,0.9,0.88,0.01,1
2802,8,0.9,0.88,0.01,1
2803,8,0.99,0.88,0.01,1
2804,8,0.99,0.88,0.01,1
2805,8,0.99,0.88,0.01,1
2806,8,0.97,0.88,0.01,1
2807,8,0.97,0.88,0.01,1
2808,8,0.97,0.88,0.01,1
2809,8,0.99,0.91,0.01,1
2810,8,0.99,0.91,0.01,1
2811,8,0.99,0.91,0.01,1
2812,8,0.89,0.94,0.01,1
2813,8,0.89,0.94,0.01,1
2814,8,0.89,0.94,0.01,1
2815,8,0.99,0.85,0.01,1
2816,8,0.99,0.85,0.01,1
2817,8,0.99,0.85,0.01,1
2818,8,0.86,0.99,0.01,1
2819,8,0.86,0.99,0.01,1
2820,8,0.86,0.99,0.01,1
2821,8,0.85,0.99,0.01,1
2822,8,0.85,0.99,0.01,1
2823,9,0.43,0.44,0.0,1
2824,9,0.43,0.44,0.0,1
2825,9,0.43,0.44,0.0,1
2826,9,0.43,0.44,0.0,1
2827,9,0.43,0.44,0.0,1
2828,9,0.43,0.44,0.0,1
2829,9,0.43,0.44,0.0,1
2830,9,0.43,0.44,0.0,1
2831,9,0.43,0.44,0.0,1
2832,9,0.43,0.44,0.0,1
2833,9,0.43,0.44,0.0,1
2834,9,0.38,0.54,0.0,1
2835,9,0.38,0.54,0.0,1
2836,9,0.38,0.54,0.0,1
2837,9,0.38,0.54,0.0,1
2838,9,0.38,0.54,0.0,1
2839,9,0.38,0.54,0.0,1
2840,9,0.38,0.54,0.0,1
2841,9,0.38,0.54,0.0,1
2842,9,0.38,0.54,0.0,1
2843,9,0.38,0.54,0.0,1
2844,9,0.38,0.54,0.0,1
2845,9,0.38,0.54,0.0,1
2846,9,0.38,0.54,0.0,1
2847,9,0.38,0.54,0.0,1
2848,9,0.38,0.54,0.0,1
2849,9,0.38,0.54,0.0,1
2850,9,0.99,0.99,0.0,1
2851,9,0.99,0.99,0.0,1
2852,9,0.99,0.99,0.0,1
2853,9,0.99,0.99,0.0,1
2854,9,0.99,0.99,0.0,1
2855,9,0.99,0.99,0.0,1
2856,9,0.99,0.86,0.0,1
2857,9,0.99,0.86,0.0,1
2858,9,0.99,0.86,0.0,1
2859,9,0.99,0.86,0.0,1
2860,9,0.99,0.98,0.01,1
2861,9,0.99,0.98,0.01,1
2862,9,0.99,0.98,0.01,1
2863,9,0.99,0.99,0.02,1
2864,9,0.99,0.99,0.02,1
2865,9,0.99,0.99,0.02,1
2866,9,0.99,0.99,0.02,1
2867,9,0.99,0.99,0.24,1
2868,9,0.99,0.99,0.24,1
2869,9,0.99,0.99,0.24,1
2870,9,0.99,0.99,0.02,1
2871,9,0.99,0.99,0.02,1
2872,9,0.99,0.99,0.02,1
2873,9,0.99,0.99,0.02,1
2874,9,1.0,0.99,0.04,1
2875,9,1.0,0.99,0.04,1
2876,9,1.0,0.99,0.04,1
2877,9,0.99,0.92,0.02,1
2878,9,0.99,0.92,0.02,1
2879,9,0.99,0.92,0.02,1
2880,9,0.99,0.92,0.02,1
2881,9,0.99,0.93,0.06,1
2882,9,0.99,0.93,0.06,1
2883,9,0.99,0.99,0.0,0
2884,9,0.99,0.99,0.0,0
2885,9,0.99,0.99,0.0,0
2886,9,0.99,0.99,0.0,0
2887,9,0.99,0.99,0.0,0
2888,9,0.99,0.99,0.0,0
2889,9,0.99,0.99,0.0,0
2890,9,0.99,0.99,0.0,0
2891,9,0.99,0.99,0.07,0
2892,9,0.99,0.99,0.07,0
2893,9,0.99,0.99,0.07,0
2894,9,0.99,0.99,0.07,0
2895,9,0.02,0.07,0.01,0
2896,9,0.02,0.07,0.01,0
2897,9,0.02,0.07,0.01,0
2898,9,0.99,0.99,0.01,0
2899,9,0.99,0.99,0.01,0
2900,9,0.99,0.99,0.01,0
2901,9,0.99,0.95,0.01,0
2902,9,0.99,0.95,0.01,0
2903,9,0.99,0.95,0.01,0
2904,9,0.99,0.99,0.01,0
2905,9,0.99,0.99,0.01,0
2906,9,0.99,0.99,0.01,0
2907,9,0.99,0.99,0.01,0
2908,9,0.99,0.99,0.03,0
2909,9,0.99,0.99,0.03,0
2910,9,0.99,0.99,0.03,0
2911,9,0.99,0.99,0.01,0
2912,9,0.99,0.99,0.01,0
2913,9,0.99,0.99,0.01,0
2914,9,0.99,0.99,0.01,0
2915,9,0.99,0.99,0.01,0
2916,9,0.99,0.99,0.01,0
2917,9,0.99,0.99,0.01,0
2918,9,0.99,0.97,0.01,0
2919,9,0.99,0.97,0.01,0
2920,9,0.99,0.97,0.01,0
2921,9,0.99,0.97,0.01,0
2922,9,0.99,0.99,0.01,0
2923,9,0.99,0.99,0.01,0
2924,9,0.99,0.99,0.01,0
2925,9,0.99,0.99,0.01,0
2926,9,0.99,0.99,0.01,0
2927,9,0.99,0.99,0.01,0
2928,9,0.99,0.99,0.01,0
2929,9,0.99,0.99,0.01,0
2930,9,0.99,0.99,0.01,0
2931,9,0.99,0.99,0.01,0
2932,9,0.99,0.99,0.01,0
2933,9,1.0,0.99,0.16,0
2934,9,1.0,0.99,0.16,0
2935,9,1.0,0.99,0.16,0
2936,9,1.0,0.99,0.01,0
2937,9,1.0,0.99,0.01,0
2938,9,1.0,0.99,0.01,0
2939,9,1.0,0.99,0.01,0
2940,9,1.0,0.99,0.01,0
2941,9,1.0,0.99,0.01,0
2942,9,1.0,0.99,0.01,0
2943,9,0.99,0.99,0.0,2
2944,9,0.52,0.85,0.25,2
2945,9,0.52,0.85,0.25,2
2946,9,0.52,0.85,0.25,2
2947,9,0.52,0.85,0.25,2
2948,9,0.52,0.85,0.25,2
2949,9,0.52,0.85,0.25,2
2950,9,0.73,0.99,0.13,2
2951,9,0.73,0.99,0.13,2
2952,9,0.73,0.99,0.13,2
2953,9,0.73,0.99,0.13,2
2954,9,0.68,0.89,0.32,2
2955,9,0.68,0.89,0.32,2
2956,9,0.68,0.89,0.32,2
2957,9,0.15,0.39,0.19,2
2958,9,0.15,0.39,0.19,2
2959,9,0.15,0.39,0.19,2
2960,9,0.53,0.71,0.48,2
2961,9,0.53,0.71,0.48,2
2962,9,0.53,0.71,0.48,2
2963,9,0.53,0.71,0.48,2
2964,9,0.73,0.89,0.74,2
2965,9,0.73,0.89,0.74,2
2966,9,0.73,0.89,0.74,2
2967,9,0.73,0.89,0.74,2
2968,9,0.73,0.89,0.74,2
2969,9,0.73,0.89,0.74,2
2970,9,0.5,0.68,0.96,2
2971,9,0.5,0.68,0.96,2
2972,9,0.5,0.68,0.96,2
2973,9,0.55,0.32,0.97,2
2974,9,0.55,0.32,0.97,2
2975,9,0.55,0.32,0.97,2
2976,9,0.77,0.83,0.97,2
2977,9,0.77,0.83,0.97,2
2978,9,0.77,0.83,0.97,2
2979,9,0.29,0.3,0.96,2
2980,9,0.29,0.3,0.96,2
2981,9,0.29,0.3,0.96,2
2982,9,0.13,0.31,0.96,2
2983,9,0.13,0.31,0.96,2
2984,9,0.13,0.31,0.96,2
2985,9,0.13,0.31,0.96,2
2986,9,0.13,0.31,0.96,2
2987,9,0.71,0.75,0.96,2
2988,9,0.71,0.75,0.96,2
2989,9,0.71,0.75,0.96,2
2990,9,0.74,0.69,0.96,2
2991,9,0.74,0.69,0.96,2
2992,9,0.74,0.69,0.96,2
2993,9,0.67,0.76,0.96,2
2994,9,0.67,0.76,0.96,2
2995,9,0.67,0.76,0.96,2
2996,9,0.72,0.83,0.97,2
2997,9,0.72,0.83,0.97,2
2998,9,0.72,0.83,0.97,2
2999,9,0.58,0.71,0.98,2
3000,9,0.58,0.71,0.98,2
3001,9,0.58,0.71,0.98,2
3002,9,0.44,0.67,0.97,2
3003,9,0.24,0.41,0.0,0
3004,9,0.52,0.91,0.0,0
3005,9,0.52,0.91,0.0,0
3006,9,0.52,0.91,0.0,0
3007,9,0.52,0.91,0.0,0
3008,9,0.52,0.91,0.0,0
3009,9,0.52,0.91,0.0,0
3010,9,1.0,1.0,0.0,0
3011,9,0.29,0.6,0.01,0
3012,9,0.29,0.6,0.01,0
3013,9,0.29,0.6,0.01,0
3014,9,0.29,0.6,0.01,0
3015,9,0.29,0.6,0.01,0
3016,9,0.29,0.6,0.01,0
3017,9,0.02,0.02,0.01,0
3018,9,0.02,0.02,0.01,0
3019,9,0.02,0.02,0.01,0
