user,rate_blink_left,rate_blink_right,rate_smile_or_not,feel
9,0.99,0.99,0.24,1
9,0.99,0.99,0.02,1
9,0.99,0.99,0.02,1
9,0.99,0.99,0.02,1
9,0.99,0.99,0.02,1
9,1,0.99,0.04,1
9,1,0.99,0.04,1
9,1,0.99,0.04,1
9,0.99,0.92,0.02,1
9,0.99,0.92,0.02,1
9,0.99,0.92,0.02,1
9,0.99,0.92,0.02,1
9,0.99,0.93,0.06,1
9,0.99,0.93,0.06,1
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0,0
9,0.99,0.99,0.07,0
9,0.99,0.99,0.07,0
9,0.99,0.99,0.07,0
9,0.99,0.99,0.07,0
9,0.02,0.07,0.01,0
9,0.02,0.07,0.01,0
9,0.02,0.07,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.95,0.01,0
9,0.99,0.95,0.01,0
9,0.99,0.95,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.03,0
9,0.99,0.99,0.03,0
9,0.99,0.99,0.03,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.97,0.01,0
9,0.99,0.97,0.01,0
9,0.99,0.97,0.01,0
9,0.99,0.97,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,0.99,0.99,0.01,0
9,1,0.99,0.16,0
9,1,0.99,0.16,0
9,1,0.99,0.16,0
9,1,0.99,0.01,0
9,1,0.99,0.01,0
9,1,0.99,0.01,0
9,1,0.99,0.01,0
9,1,0.99,0.01,0
9,1,0.99,0.01,0
9,1,0.99,0.01,0
9,0.99,0.99,0,2
9,0.52,0.85,0.25,2
9,0.52,0.85,0.25,2
9,0.52,0.85,0.25,2
9,0.52,0.85,0.25,2
9,0.52,0.85,0.25,2
9,0.52,0.85,0.25,2
9,0.73,0.99,0.13,2
9,0.73,0.99,0.13,2
9,0.73,0.99,0.13,2
9,0.73,0.99,0.13,2
9,0.68,0.89,0.32,2
9,0.68,0.89,0.32,2
9,0.68,0.89,0.32,2
9,0.15,0.39,0.19,2
9,0.15,0.39,0.19,2
9,0.15,0.39,0.19,2
9,0.53,0.71,0.48,2
9,0.53,0.71,0.48,2
9,0.53,0.71,0.48,2
9,0.53,0.71,0.48,2
9,0.73,0.89,0.74,2
9,0.73,0.89,0.74,2
9,0.73,0.89,0.74,2
9,0.73,0.89,0.74,2
9,0.73,0.89,0.74,2
9,0.73,0.89,0.74,2
9,0.5,0.68,0.96,2
9,0.5,0.68,0.96,2
9,0.5,0.68,0.96,2
9,0.55,0.32,0.97,2
9,0.55,0.32,0.97,2
9,0.55,0.32,0.97,2
9,0.77,0.83,0.97,2
9,0.77,0.83,0.97,2
9,0.77,0.83,0.97,2
9,0.29,0.3,0.96,2
9,0.29,0.3,0.96,2
9,0.29,0.3,0.96,2
9,0.13,0.31,0.96,2
9,0.13,0.31,0.96,2
9,0.13,0.31,0.96,2
9,0.13,0.31,0.96,2
9,0.13,0.31,0.96,2
9,0.71,0.75,0.96,2
9,0.71,0.75,0.96,2
9,0.71,0.75,0.96,2
9,0.74,0.69,0.96,2
9,0.74,0.69,0.96,2
9,0.74,0.69,0.96,2
9,0.67,0.76,0.96,2
9,0.67,0.76,0.96,2
9,0.67,0.76,0.96,2
9,0.72,0.83,0.97,2
9,0.72,0.83,0.97,2
9,0.72,0.83,0.97,2
9,0.58,0.71,0.98,2
9,0.58,0.71,0.98,2
9,0.58,0.71,0.98,2
9,0.44,0.67,0.97,2
9,0.24,0.41,0,0
9,0.52,0.91,0,0
9,0.52,0.91,0,0
9,0.52,0.91,0,0
9,0.52,0.91,0,0
9,0.52,0.91,0,0
9,0.52,0.91,0,0
9,1,1,0,0
9,0.29,0.6,0.01,0
9,0.29,0.6,0.01,0
9,0.29,0.6,0.01,0
9,0.29,0.6,0.01,0
9,0.29,0.6,0.01,0
9,0.29,0.6,0.01,0
9,0.02,0.02,0.01,0
9,0.02,0.02,0.01,0
9,0.02,0.02,0.01,0
9,0.02,0.02,0.01,0
9,0.02,0.02,0.01,0
9,0.68,0.59,0.01,0
9,0.68,0.59,0.01,0
9,0.68,0.59,0.01,0
9,0.46,0.64,0.01,0
9,0.46,0.64,0.01,0
9,0.46,0.64,0.01,0
9,0.79,0.45,0.01,0
9,0.79,0.45,0.01,0
9,0.79,0.45,0.01,0
9,0.79,0.7,0.01,0
9,0.79,0.7,0.01,0
9,0.79,0.7,0.01,0
9,0.75,0.75,0.01,0
9,0.75,0.75,0.01,0
9,0.75,0.75,0.01,0
9,0.69,0.61,0.01,0
9,0.69,0.61,0.01,0
9,0.69,0.61,0.01,0
9,0.78,0.92,0.01,0
9,0.78,0.92,0.01,0
9,0.78,0.92,0.01,0
9,0.78,0.92,0.01,0
9,0.86,0.69,0.01,0
9,0.86,0.69,0.01,0
9,0.86,0.69,0.01,0
9,0.77,0.74,0.01,0
9,0.77,0.74,0.01,0
9,0.77,0.74,0.01,0
9,0.83,0.68,0.01,0
9,0.83,0.68,0.01,0
9,0.83,0.68,0.01,0
9,0.82,0.8,0.01,0
9,0.82,0.8,0.01,0
9,0.82,0.8,0.01,0
9,0.8,0.86,0.01,0
9,0.8,0.86,0.01,0
9,0.8,0.86,0.01,0
9,0.79,0.94,0.01,0
9,0.79,0.94,0.01,0
9,0.79,0.94,0.01,0
9,0.87,0.68,0.01,0
9,0.41,0.42,0,1
9,0.29,0.68,0.01,1
9,0.29,0.68,0.01,1
9,0.29,0.68,0.01,1
9,0.29,0.68,0.01,1
9,0.29,0.68,0.01,1
9,0.29,0.68,0.01,1
9,0.29,0.68,0.01,1
9,0.4,0.8,0.01,1
9,0.4,0.8,0.01,1
9,0.4,0.8,0.01,1
9,0.4,0.8,0.01,1
9,0.81,0.88,0.01,1
9,0.81,0.88,0.01,1
9,0.81,0.88,0.01,1
9,0.99,0.95,0.01,1
9,0.99,0.95,0.01,1
9,0.99,0.95,0.01,1
9,0.2,0.29,0.01,1
9,0.2,0.29,0.01,1
9,0.2,0.29,0.01,1
9,0.2,0.29,0.01,1
9,0.99,0.77,0.01,1
9,0.99,0.77,0.01,1
9,0.99,0.77,0.01,1
9,0.99,0.92,0.01,1
9,0.99,0.92,0.01,1
9,0.99,0.92,0.01,1
9,0.99,0.97,0.01,1
9,0.99,0.97,0.01,1
9,0.99,0.97,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.95,0.01,1
9,0.99,0.95,0.01,1
9,0.99,0.95,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.96,0.01,1
9,0.99,0.96,0.01,1
9,0.99,0.96,0.01,1
9,0.99,0.96,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.99,0.99,0.01,1
9,0.65,0.38,0.01,1
9,0.65,0.38,0.01,1
9,0.65,0.38,0.01,1
9,0.86,0.76,0.01,1
9,0.86,0.76,0.01,1
9,0.86,0.76,0.01,1
9,0.97,0.99,0.01,1
9,0.97,0.99,0.01,1
9,0.97,0.99,0.01,1
9,0.99,0.89,0.01,1
9,0.21,0.2,0,2
9,0.07,0.22,0.01,2
9,0.07,0.22,0.01,2
9,0.07,0.22,0.01,2
9,0.07,0.22,0.01,2
9,0.07,0.22,0.01,2
9,0.07,0.22,0.01,2
9,0.07,0.22,0.01,2
9,0.63,0.6,0.07,2
9,0.63,0.6,0.07,2
9,0.63,0.6,0.07,2
9,0.63,0.6,0.07,2
9,0.99,0.91,0.14,2
9,0.99,0.91,0.14,2
9,0.99,0.91,0.14,2
9,0.99,0.72,0.38,2
9,0.99,0.72,0.38,2
9,0.99,0.72,0.38,2
9,0.96,0.99,0,2
9,0.96,0.99,0,2
9,0.96,0.99,0,2
9,0.96,0.99,0,2
9,0.96,0.99,0,2
9,0.96,0.99,0,2
9,0.96,0.99,0,2
9,0.46,0.74,0.17,2
9,0.46,0.74,0.17,2
9,0.46,0.74,0.17,2
9,0.46,0.74,0.17,2
9,0.46,0.74,0.17,2
9,0.46,0.74,0.17,2
9,0.28,0.55,0.54,2
9,0.28,0.55,0.54,2
9,0.28,0.55,0.54,2
9,0.37,0.37,0.96,2
9,0.37,0.37,0.96,2
9,0.37,0.37,0.96,2
9,0.09,0.42,0.3,2
9,0.09,0.42,0.3,2
9,0.09,0.42,0.3,2
9,0.09,0.42,0.3,2
9,0.09,0.42,0.3,2
9,0.42,0.21,0.44,2
9,0.42,0.21,0.44,2
9,0.42,0.21,0.44,2
9,0.12,0.15,0.96,2
9,0.12,0.15,0.96,2
9,0.12,0.15,0.96,2
9,0.12,0.15,0.96,2
9,0.22,0.4,0.69,2
9,0.22,0.4,0.69,2
9,0.22,0.4,0.69,2
9,0.22,0.4,0.69,2
9,0.22,0.4,0.69,2
9,0.22,0.4,0.69,2
9,0.17,0.32,0.96,2
9,0.17,0.32,0.96,2
9,0.17,0.32,0.96,2
9,0.17,0.32,0.96,2
9,0.15,0.48,0.92,2
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0.01,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.99,0.99,0,0
10,0.65,0.72,0.01,0
10,0.65,0.72,0.01,0
10,0.65,0.72,0.01,0
10,0.68,0.7,0.01,0
10,0.68,0.7,0.01,0
10,0.68,0.7,0.01,0
10,0.95,0.82,0.02,0
10,0.95,0.82,0.02,0
10,0.95,0.82,0.02,0
10,0.81,0.85,0.01,0
10,0.81,0.85,0.01,0
10,0.81,0.85,0.01,0
10,1,0.99,0.01,0
10,0.99,0.99,0,2
10,0.99,0.99,0,2
10,0.99,0.99,0,2
10,0.99,0.92,0.01,2
10,0.99,0.92,0.01,2
10,0.99,0.92,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.01,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.95,0.97,2
10,0.99,0.95,0.97,2
10,0.99,0.95,0.97,2
10,0.98,0.99,0.68,2
10,0.98,0.99,0.68,2
10,0.98,0.99,0.68,2
10,0.98,0.99,0.68,2
10,0.99,0.99,0.66,2
10,0.99,0.99,0.66,2
10,0.99,0.99,0.66,2
10,0.99,0.99,0.95,2
10,0.99,0.99,0.95,2
10,0.99,0.99,0.95,2
10,0.99,0.93,0.86,2
10,0.99,0.93,0.86,2
10,0.99,0.93,0.86,2
10,0.99,0.99,0.63,2
10,0.99,0.99,0.63,2
10,0.99,0.99,0.63,2
10,0.99,0.99,0.53,2
10,0.99,0.99,0.53,2
10,0.99,0.99,0.53,2
10,0.99,0.99,0.53,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.96,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.99,0.97,2
10,0.99,0.98,0.18,2
10,0.99,0.98,0.18,2
10,0.99,0.98,0.18,2
10,0.99,0.99,0.01,1
10,0.98,0.93,0.01,1
10,0.98,0.93,0.01,1
10,0.98,0.93,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.98,0.01,1
10,0.99,0.98,0.01,1
10,0.99,0.98,0.01,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0.01,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
10,0.99,0.99,0,1
